age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,Probability
0.24528301886792453,0.8,1.0,1.0,0.021740217402174022,0.0,0.39795918367346933,0.0
0.6226415094339623,0.8,1.0,1.0,0.0,0.0,0.12244897959183672,0.0
0.24528301886792453,0.5333333333333333,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.6226415094339623,0.4,0.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.05660377358490565,0.8,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
0.24528301886792453,0.8666666666666667,1.0,0.0,0.0,0.0,0.39795918367346933,0.0
0.43396226415094336,0.26666666666666666,0.0,0.0,0.0,0.0,0.1530612244897959,0.0
0.6226415094339623,0.5333333333333333,1.0,1.0,0.0,0.0,0.44897959183673464,1.0
0.24528301886792453,0.6,0.0,1.0,0.0,0.0,0.8061224489795917,1.0
0.24528301886792453,0.8,0.0,1.0,0.0,0.0,0.39795918367346933,1.0
0.05660377358490565,0.8,1.0,0.0,0.0,0.0,0.2959183673469387,0.0
0.24528301886792453,0.7333333333333334,0.0,1.0,0.0,0.0,0.5,0.0
0.43396226415094336,0.6666666666666666,0.0,1.0,0.0,0.0,0.39795918367346933,1.0
0.24528301886792453,0.2,0.0,1.0,0.0,0.0,0.44897959183673464,0.0
0.05660377358490565,0.5333333333333333,1.0,1.0,0.0,0.0,0.346938775510204,0.0
0.24528301886792453,0.5333333333333333,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.24528301886792453,0.4,1.0,1.0,0.0,0.0,0.5,0.0
0.43396226415094336,0.8666666666666667,1.0,0.0,0.0,0.0,0.44897959183673464,1.0
0.43396226415094336,1.0,1.0,1.0,0.0,0.0,0.6020408163265305,1.0
0.6226415094339623,0.5333333333333333,0.0,0.0,0.0,0.0,0.19387755102040813,0.0
0.24528301886792453,0.26666666666666666,0.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.43396226415094336,0.4,1.0,1.0,0.0,0.4687786960514233,0.39795918367346933,0.0
0.6226415094339623,0.5333333333333333,1.0,0.0,0.0,0.0,0.39795918367346933,0.0
0.037735849056603765,0.5333333333333333,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.6226415094339623,0.6,0.0,1.0,0.0,0.0,0.6020408163265305,1.0
0.24528301886792453,0.5333333333333333,1.0,1.0,0.0,0.0,0.8061224489795917,0.0
0.43396226415094336,0.5333333333333333,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.05660377358490565,0.7333333333333334,1.0,1.0,0.0,0.0,0.520408163265306,0.0
0.05660377358490565,0.6,0.0,1.0,0.0,0.0,0.43877551020408156,0.0
0.43396226415094336,0.8,1.0,1.0,0.0,0.3232323232323232,0.39795918367346933,0.0
0.24528301886792453,0.6,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.05660377358490565,0.6,0.0,1.0,0.0,0.0,0.14285714285714282,0.0
0.43396226415094336,0.4,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.05660377358490565,0.6,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.037735849056603765,0.5333333333333333,1.0,0.0,0.0,0.0,0.24489795918367346,0.0
0.24528301886792453,0.6,1.0,1.0,0.0,0.0,0.37755102040816324,1.0
0.43396226415094336,0.7333333333333334,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.24528301886792453,0.26666666666666666,1.0,1.0,0.0,0.0,0.42857142857142855,0.0
0.05660377358490565,0.8,1.0,1.0,0.0,0.0,0.5,0.0
0.43396226415094336,0.5333333333333333,1.0,0.0,0.0,0.0,0.39795918367346933,0.0
0.05660377358490565,0.5333333333333333,1.0,1.0,0.0,0.0,0.346938775510204,0.0
0.6226415094339623,0.5333333333333333,1.0,1.0,0.0,0.0,0.37755102040816324,0.0
0.43396226415094336,0.8666666666666667,1.0,0.0,0.0,0.0,0.39795918367346933,0.0
0.43396226415094336,0.6666666666666666,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.05660377358490565,0.6666666666666666,1.0,1.0,0.0,0.0,0.42857142857142855,0.0
0.05660377358490565,0.6,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
0.018867924528301883,0.5333333333333333,1.0,0.0,0.0,0.0,0.2959183673469387,0.0
0.43396226415094336,0.9333333333333333,1.0,0.0,0.0,0.43663911845730025,0.6020408163265305,1.0
0.6226415094339623,0.8,1.0,1.0,0.0,0.0,0.5510204081632653,1.0
0.43396226415094336,0.5333333333333333,1.0,1.0,0.0,0.0,0.6020408163265305,0.0
0.43396226415094336,0.6,1.0,1.0,0.0,0.0,0.39795918367346933,1.0
0.43396226415094336,0.13333333333333336,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.24528301886792453,0.6666666666666666,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.43396226415094336,0.5333333333333333,1.0,1.0,0.0,0.0,0.47959183673469385,0.0
0.24528301886792453,0.5333333333333333,1.0,1.0,0.05013050130501305,0.0,0.39795918367346933,0.0
0.24528301886792453,0.8,1.0,1.0,0.024070240702407025,0.0,0.39795918367346933,0.0
0.24528301886792453,0.2,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.43396226415094336,0.5333333333333333,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.43396226415094336,1.0,1.0,1.0,0.0,0.0,0.44897959183673464,1.0
0.05660377358490565,0.6,1.0,1.0,0.0,0.0,0.5816326530612245,0.0
0.24528301886792453,0.5333333333333333,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.05660377358490565,0.6,1.0,0.0,0.0,0.0,0.39795918367346933,0.0
0.6226415094339623,0.5333333333333333,1.0,0.0,0.0,0.0,0.39795918367346933,1.0
0.43396226415094336,0.6,1.0,1.0,0.0,0.0,0.5,1.0
0.05660377358490565,0.6,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.037735849056603765,0.6,1.0,1.0,0.0,0.0,0.31632653061224486,0.0
0.24528301886792453,0.8,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
0.05660377358490565,0.8,1.0,1.0,0.0,0.0,0.7040816326530611,1.0
0.05660377358490565,0.6,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
1.0,0.6,1.0,1.0,0.0,0.0,0.19387755102040813,0.0
0.05660377358490565,0.5333333333333333,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
0.43396226415094336,0.7333333333333334,1.0,1.0,0.0,0.0,0.39795918367346933,0.0
